id,original_post_id,undergrad_gpa,undergrad_gpa_out_of,grad_gpa,grad_gpa_out_of,gre_quant,gre_verbal,gre_writing,undergrad_institution,grad_institution,undergrad_major,grad_major,math_courses,phd_course_taken,research_experience,publications,work_experience_years,letters_of_rec,schools_applied,schools_accepted,schools_rejected,schools_waitlisted,funding_status,extracted_at
3978,31020,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
3979,31050,,,,,,,,,,,,[],False,,,,One letter from someone well-established in her field,[],[],[],[],,2025-12-10 18:47:15.250733
3980,37609,,,,,,,,non flagship state university,,,,[],False,,,,,['Wisconsin'],['Wisconsin'],[],[],,2025-12-10 18:47:15.250733
3981,31075,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
3982,31089,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
3983,31084,,,,,,,,,,,,[],,,,,,['Yale'],[],[],['Yale'],,2025-12-10 18:47:15.250733
3984,31085,,,,,,,,,,,,[],False,,,,,['Yale'],[],[],['Yale'],,2025-12-10 18:47:15.250733
3985,31128,,,,,,,,,,,,[],False,,,,,"['Berkeley', 'CMU', 'Stanford', 'Wharton', 'Yale', 'NYU', 'Harvard', 'Columbia', 'Duke']",[],"['Stanford', 'Wharton']",['Yale'],,2025-12-10 18:47:15.250733
3986,31144,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
3987,31148,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
3988,31149,,,,,,,,,Florida State University,,,[],False,,,,,['Florida State University'],[],[],[],,2025-12-10 18:47:15.250733
3989,31175,,,,,,,,,,,,[],False,,,,,"['continental european school 1', 'continental european school 2', 'continental european school 3', 'continental european school 4', 'continental european school 5', 'MIT', 'Stanford', 'Wharton', 'Carnegie']",['continental european school 1'],"['MIT', 'Stanford', 'Wharton', 'Carnegie']",[],,2025-12-10 18:47:15.250733
3990,31249,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
3991,31161,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
3992,31162,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
3993,31182,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
3994,31187,,,,,,,,,,,,[],False,,,,,"['Texas A&M', 'University of Iowa', 'UC Berkeley', 'Yale', 'Purdue']",[],[],[],,2025-12-10 18:47:15.250733
3995,31188,,,,,,,,,,,,[],False,,,,,"['Yale', 'Berkeley', 'U of Iowa', 'Texas A&M', 'UC Berkeley', 'Purdue']",[],[],[],,2025-12-10 18:47:15.250733
3996,31206,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
3997,31234,,,,,,,,,,,,[],False,,,,,[],[],[],"['better school 1', 'better school 2']",,2025-12-10 18:47:15.250733
3998,31242,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
3999,31243,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
4000,31244,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
4001,31246,,,,,,,,,,,,[],False,False,,,,[],[],[],[],,2025-12-10 18:47:15.250733
4002,31247,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
4003,31520,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
4004,31255,,,,,,,,#1 university in Latin America,,,Business,[],False,True,1.0,20.0,"thesis advisor, co-ordinator of the master's program, a well-published professor in Brazil",[],[],[],[],,2025-12-10 18:47:15.250733
4005,31257,,,,,,,,Top university in Latin America,,,Business,[],False,True,1.0,20.0,"thesis advisor, co-ordinator of master's program, well published professor in Brazil",[],[],[],[],,2025-12-10 18:47:15.250733
4006,31271,,,,,,,,,IMD in Lausanne,,,[],False,,,,,"['Insead', 'HEC Paris', 'IESE', 'Bocconi', 'Erasmus', 'Copenhagen Business School', 'Stockholm School of Economics', 'Essec', 'Mannheim']",[],[],[],,2025-12-10 18:47:15.250733
4007,31276,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
4008,31280,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
4009,31315,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
4010,31318,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
4011,31323,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
4012,31327,,,,,,,,,,,,[],False,,,,,[],['very good school'],[],[],,2025-12-10 18:47:15.250733
4013,31329,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
4014,31351,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
4015,31361,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
4016,31533,,,,,,,,,,,,[],False,,,,,[],[],[],[],not all that great,2025-12-10 18:47:15.250733
4017,31375,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
4018,31384,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
4019,31403,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
4020,31405,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
4021,31406,,,,,,,,,school X,,,[],False,,,,,"['School A', 'School B', 'school Y', 'school Z']",[],[],[],,2025-12-10 18:47:15.250733
4022,31408,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
4023,31537,,,,,,,,,University of Houston,,,[],,,,,,[],['University of Houston'],[],[],,2025-12-10 18:47:15.250733
4024,31410,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
4025,31411,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
4026,31417,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
4027,31421,,,,,,,,,,,,[],False,,,,,"['UofGHIA', 'LMNOP U', 'State University']",[],[],['UofGHIA'],,2025-12-10 18:47:15.250733
4028,31425,,,,,,,,,,,,[],,,,,,[],[],[],[],pending,2025-12-10 18:47:15.250733
4029,31437,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
4030,31622,4.06,4.3,,,,,,Mid-level Canadian research university,,Economics,,"['Calculus I', 'Calculus II', 'Statistics I', 'Statistics II', 'Linear Algebra', 'Multivariate Calculus for Economics']",False,True,0.0,1.0,"3 letters, strong commitment from a well-known prof, another from a reasonably well-known prof, and a third from an unknown but supportive advisor","['University of Toronto', 'University of British Columbia', ""Queen's University"", 'McGill University', 'London School of Economics', 'University College London', 'Boston University']",[],[],[],,2025-12-10 18:47:15.250733
4031,31444,,,,,,,,,,,,[],False,,,,,"['UofGHIA', 'LMNOP U', 'State University']",['LMNOP U'],[],['UofGHIA'],,2025-12-10 18:47:15.250733
4032,31448,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
4033,31459,,,,,,,,,,Psychology,,[],False,True,,,solid recs,[],[],[],[],,2025-12-10 18:47:15.250733
4034,31462,,,,,,,,,,Psychology,,[],False,True,,5.0,solid recs,[],[],[],[],,2025-12-10 18:47:15.250733
4035,31469,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 18:47:15.250733
4036,31470,,,,,,,,,,,,[],,,,,,[],[],[],[],,2025-12-10 18:48:37.259160
4037,31487,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 18:48:37.259160
4038,31693,3.75,4.0,,,,,,top 30 private US university,,Math & Economics,,"['Calculus I', 'Calculus II', 'Calculus III', 'Linear Algebra', 'Ordinary Differential Equations', 'Theory of Probability', 'Honors Real Analysis', 'Honors Real Analysis II', 'Mathematical Statistics']",False,True,,,There are two professors that I have a good relationship with and could pursue RAship with. Both are well known economists.,"['NYU', 'Wisconsin', 'Michigan', 'Stanford', 'Chicago', 'UofToronto', 'UBC', 'Western Ontario', 'LSE', 'Oxford']",[],[],[],,2025-12-10 18:48:37.259160
4039,31560,,,,,,,,,,,,[],,,,,,['Harvard'],[],[],[],,2025-12-10 18:48:37.259160
4040,31564,,,,,,,,,,,,[],,,,,,[],[],[],['school X'],,2025-12-10 18:48:37.259160
4041,31569,,,,,,,,,,,,[],,,,,,[],[],[],"[""school's X""]",,2025-12-10 18:48:37.259160
4042,31570,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 18:48:37.259160
4043,31572,,,,,,,,,,,,[],,,,,"4 professors wrote letters for various programs, but only 2 were submitted for the chosen program.",[],[],[],[],funded,2025-12-10 18:48:37.259160
4044,31575,,,,,,,,,,,,[],,,,,,[],[],[],[],funded,2025-12-10 18:48:37.259160
4045,31578,,,,,,,,,,,,[],False,,,,,[],['T50 school'],[],[],,2025-12-10 18:48:37.259160
4046,31623,,,,,,,,,Princeton University,,Education Policy,"['Real Analysis', 'Calculus', 'Linear Algebra', 'Probability']",True,True,,2.0,,[],[],[],[],,2025-12-10 18:48:37.259160
4047,31636,3.9,4.0,3.5,4.0,170.0,170.0,6.0,Regional mid-ranked liberal arts,LSE,Economics,Economics,"['Calculus II', 'Calculus III', 'Linear Algebra', 'Probability', 'Math Stats', 'Differential Equations', 'Topology', 'Analysis I', 'Big Data Analysis', 'Game Theory', 'Discrete Math', 'Analysis II']",False,True,,2.0,"1. undergrad senior thesis advisor, excellent; 2. main economist at Fed, very good; 3. function head economist at Fed, good (probably)","['Minnesota', 'Wisconsin', 'UCSD', 'BU', 'Cornell', 'Wharton Applied Economics', 'Michigan', 'Penn', 'Harvard', 'MIT', 'Princeton', 'Chicago', 'Stanford', 'Booth', 'HBS', 'Sloan', 'Berkeley', 'Yale', 'NYU', 'Stern', 'Columbia', 'Columbia GSB', 'Northwestern', 'UCLA', 'Caltech', 'Brown', 'Duke']","['Minnesota', 'Wisconsin', 'UCSD', 'BU', 'Cornell', 'Wharton Applied Economics']","['Harvard', 'MIT', 'Princeton', 'Chicago', 'Stanford', 'Booth', 'HBS', 'Sloan', 'Berkeley', 'Yale', 'NYU', 'Stern', 'Columbia', 'Columbia GSB', 'Northwestern', 'UCLA', 'Caltech', 'Brown', 'Duke']","['Michigan', 'Penn']",,2025-12-10 18:48:37.259160
4048,38920,,,,,,,,,University of Connecticut,,,[],False,,,,,[],['University of Connecticut'],[],[],$17.5k TA plus $3k fellowship,2025-12-10 18:48:37.259160
4049,31579,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 18:48:37.259160
4050,31581,,,,,,,,,,,Finance,[],False,,,,,[],[],[],[],,2025-12-10 18:48:37.259160
4051,31582,,,,,,,,,,,Finance,[],False,,,,,[],[],[],[],,2025-12-10 18:48:37.259160
4052,31589,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 18:48:37.259160
4053,31596,4.0,4.0,,,,,,global top 50 university and a top 10 business school,LSE,"finance, economics and econometrics",Finance and Economics,"['econometrics', 'advanced asset pricing theory']",False,True,1.0,,"strong reference from supervisor, two top professors at local university","['LSE', 'London Business School', 'INSEAD']",[],[],[],,2025-12-10 18:48:37.259160
4054,31597,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 18:48:37.259160
4055,31598,,,,,168.0,,,,London School of Economics,,,['middle school math'],False,,,,,"['London Business School', 'London School of Economics']",[],[],[],,2025-12-10 18:48:37.259160
4056,31599,,,,,,,,,London School of Economics,,,"['linear algebra', 'advanced calculus']",False,True,1.0,,,[],[],[],[],,2025-12-10 18:48:37.259160
4057,31600,,,,,168.0,,,,,,,['middle school math'],False,,,,,"['Pennsylvania State University', 'University of Wisconsin-Madison']",[],[],[],,2025-12-10 18:48:37.259160
4058,31627,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 18:48:37.259160
4059,31601,,,,,,,,,,,,[],False,,,,,[],[],[],[],,2025-12-10 18:48:37.259160
4060,31609,,,,,,,,Ivy,,,,[],False,,,1.0,,[],[],[],[],,2025-12-10 18:48:37.259160
4061,31634,4.0,4.0,4.0,4.0,168.0,165.0,6.0,UK,UK,Economics,Economics,"['real analysis', 'calculus', 'dynamic programming']",False,True,,9.0,"1 from my Masters dissertation supervisor, 1 from head of another uni in the UK, 1 from an early career researcher at BSGE","['OSU', 'Harvard', 'MIT', 'Chicago', 'Stanford', 'Berkeley', 'Northwestern', 'NYU', 'Minnesota', 'UMich', 'UCLA', 'Brown', 'Duke', 'Boston', 'UIUC', 'UCL', 'LSE', 'Princeton', 'Columbia']",['OSU'],"['Harvard', 'MIT', 'Chicago', 'Stanford', 'Berkeley', 'Northwestern', 'NYU', 'Minnesota', 'UMich', 'UCLA', 'Brown', 'Duke', 'Boston', 'UIUC', 'UCL', 'LSE']",[],Fellowship for first year,2025-12-10 18:48:37.259160
4062,31628,3.85,4.0,,,167.0,165.0,5.5,Top-50-ish private school,,,,"['Calculus', 'Calculus', 'Calculus', 'Linear Algebra', 'Ordinary Differential Equations', 'Intro to Proofs', 'Real Analysis', 'Graph Theory']",False,True,,2.0,Three economists I RA'ed for,"['Penn', 'Columbia', 'UCLA', 'Harvard', 'HBS', 'MIT', 'Stanford', 'Chicago', 'Booth', 'Princeton', 'Berkeley', 'Michigan', 'Northwestern', 'Yale']","['Penn', 'Columbia', 'UCLA']","['Harvard', 'HBS', 'MIT', 'Stanford', 'Chicago', 'Booth', 'Princeton', 'Berkeley', 'Michigan', 'Northwestern', 'Yale']",[],$$,2025-12-10 18:48:37.259160
4063,31629,3.52,4.0,,,165.0,155.0,4.5,,,Math Econ,,"['Analysis 1', 'Topology', 'Calc 1', 'Calc 2', 'Calc 3', 'Differential Equations', 'Linear Algebra', 'Probability', 'Mathematical Statistics']",False,True,,2.0,"Undergrad Advisor, Undergrad Professor, Work Supervisor","['Oregon', 'NCSU', 'UNC-Chapel Hill', 'Minnesota Applied', 'UW-Seattle', 'Boston University', 'NW-Kellogg', 'UC-Irvine', 'UC-Santa Barbara', 'UC-Santa Clara']","['Oregon ($)', 'NCSU ($$)', 'UNC-Chapel Hill ($$)', 'Minnesota Applied']","['UW-Seattle', 'Boston University', 'NW-Kellogg', 'UC-Irvine', 'UC-Santa Barbara', 'UC-Santa Clara']","['UNC-Chapel Hill', 'Boston University']",$$,2025-12-10 18:48:37.259160
4064,31630,3.9,4.0,,,167.0,159.0,4.5,Large State School,,"Economics, Mathematics & Computer Science",,"['Differential Equations', 'Linear Algebra', 'Advanced Calculus', 'Intro Algebra', 'Probability Theory']",True,True,,2.0,"1 CS Prof (thesis adviser), 2 Econ Prof (thesis adviser and honors program director)","['Columbia', 'UCLA', 'Northwestern', 'MIT', 'Harvard', 'Stanford', 'Stanford-Biz', 'Berkeley', 'Princeton', 'Yale', 'Penn', 'NYU', 'Caltech']",['Columbia'],"['MIT', 'Harvard', 'Stanford', 'Stanford-Biz', 'Berkeley', 'Princeton', 'Yale', 'Penn', 'NYU', 'Caltech']",['Northwestern'],with funding,2025-12-10 18:48:37.259160
4065,31631,3.6,4.0,3.74,4.0,170.0,154.0,3.5,,LSE,Computer Engineering,Economics,"['Calculus I', 'Calculus II', 'Linear Algebra', 'Differential Equation', 'Statistics', 'Adv Mathematical Economics']",False,True,,1.0,"2 from advisors, 1 from Adv Micro lecturer, all should be very strong","['Stanford', 'Berkeley', 'Michigan', 'Wisconsin', 'UCLA', 'UCSD', 'Cornell', 'Brown', 'Texas', 'JHU', 'Rice', 'LSE', 'UCL', 'Warwick']",['LSE'],"['Stanford', 'Berkeley', 'Michigan', 'Wisconsin', 'UCLA', 'UCSD', 'Cornell', 'Brown', 'Texas', 'JHU', 'Rice', 'LSE', 'UCL', 'Warwick']",['U of York'],,2025-12-10 18:48:37.259160
4066,31632,3.97,4.0,,,164.0,170.0,5.0,,,,,"['Analysis I', 'Analysis II', 'Linear Algebra', 'Abstract Algebra', 'Topology I', 'Topology II', 'Probability and Stochastic Processes', 'Stochastic Calculus']",True,True,,2.0,"1) UG major advisor (PhD Math Methods; Micro I), Harvard PhD; 2) UG game theory professor (PhD Micro II), Princeton PhD; 3) UG math research mentor (Topology I-II; summer thesis); 4) MA thesis advisor, Yale PhD.","['Princeton', 'Northwestern Kellogg', 'Caltech', 'UCSD', 'Chicago', 'Chicago Harris', 'NYU', 'UPenn', 'HYSM', 'Berkeley', 'Chicago Booth', 'Brown', 'Penn State']",['Princeton'],"['HYSM', 'Berkeley', 'Chicago Booth', 'Brown', 'Penn State']","['Chicago', 'Chicago Harris', 'NYU', 'UPenn']",,2025-12-10 18:48:37.259160
4067,31633,3.99,4.0,4.0,4.0,170.0,161.0,4.5,US TOP 20,US TOP 20,,,"['Calculus', 'Linear Algebra', 'Real Analysis', 'Probability Theory', 'Numerical Methods', 'Differential Equation', 'Discrete Mathematics']",True,True,,,"Two from research, and one from a PhD micro course","['Stanford', 'Princeton', 'Yale', 'Columbia', 'Berkeley', 'Northwestern', 'Harvard', 'HBS', 'MIT', 'Stanford GSB', 'Chicago', 'NYU', 'Brown']","['Stanford', 'Princeton', 'Yale', 'Columbia', 'Berkeley', 'Northwestern']","['Harvard', 'HBS', 'MIT', 'Stanford GSB', 'Chicago', 'NYU', 'Brown']",[],,2025-12-10 18:48:37.259160
4068,31637,3.97,4.0,,,170.0,160.0,5.0,top 200 US,,Econ/Math,,"['Calc 1', 'Calc 2', 'Calc 3', 'linear algebra', 'differential equations', 'intro proofs', 'analysis 1', 'analysis 2', 'stochastic processes', 'probability theory', 'statistical theory', 'continuous statistics', 'probability and statistics', 'math modeling']",False,True,1.0,,all letters should have been pretty strong as I have close relationships will all 3 and have done very well in their classes,"['University of Washington', 'UCSC', 'University of North Carolina-CH', 'University of Wisconsin-Madison', 'Columbia', 'Boston University', 'University of MD-CP', 'Stanford', 'Berkeley', 'Northwestern', 'NYU', 'UCSD', 'Michigan', 'UC Davis']","['University of Washington ($)', 'UCSC ($$)', 'University of North Carolina-CH ($)', 'University of Wisconsin-Madison ($)', 'Columbia (MA)', 'Boston University (MA)']","['Stanford', 'Berkeley', 'Northwestern', 'NYU', 'Columbia', 'UCSD', 'Michigan']",['University of MD-CP'],$,2025-12-10 18:48:37.259160
4069,31638,3.85,4.0,,,170.0,162.0,5.0,HK,,Economics and Finance,,"['Calculus I', 'Calculus II', 'Calculus III', 'Linear Algebra', 'Intro to ODE', 'Theory of Calculus', 'Intro to Probability', 'Real Analysis']",True,True,,,Two letters from professors at home institution and one from professor at exchange institution.,"['Maryland', 'Virginia', 'WUSTL', 'Toronto Doctoral MA', ""Queen's MA"", 'UBC MA', 'Vanderbilt', 'UT-Austin', 'Penn State', 'UCLA', 'Wisconsin', 'Boston U', 'UC Davis', 'Rice']","['Maryland', 'Virginia', 'WUSTL', 'Toronto Doctoral MA', ""Queen's MA"", 'UBC MA']","['UT-Austin', 'Penn State', 'UCLA', 'Wisconsin', 'Boston U']",['Vanderbilt'],with funding,2025-12-10 18:48:37.259160
4070,31639,3.98,4.0,5.0,5.0,170.0,160.0,4.5,Top 5 Canada,Top 5 US,,Finance,"['Calculus 3', 'Adv Calc', 'ODE', 'Analysis 1', 'Analysis 2', 'Algebra 1', 'Algebra 2', 'Linear Algebra', 'Probability', 'Stochastic Processes', 'Mathematical Finance', 'Mathematical Statistics 1', 'Mathematical Statistics 2', 'Generalized Linear Models', 'Sampling Theory', 'Adv Stochastic Processes']",True,True,,,"Tenured Professor in Econometrics, Tenured Professor in Macro, Professor in Macro","['Harvard', 'HBS', 'MIT', 'Sloan', 'BC', 'Chicago', 'Columbia', 'CBS', 'NYU', 'Stern', 'Northwestern', 'Yale', 'Princeton', 'Penn', 'Wharton', 'Brown', 'CMU', 'JHU', 'Duke', 'UVA', 'Michigan', 'Wisconsin', 'WASHU', 'Stanford', 'Berkeley']","['Princeton', 'Sloan', 'Northwestern', 'Berkeley', 'Wisconsin', 'Michigan', 'Duke', 'UVA', 'WASHU']",['the rest'],[],Accepted with funding,2025-12-10 18:48:37.259160
4071,31640,3.64,4.0,3.39,4.0,170.0,169.0,5.0,private top 10 econ dept,private top 10 econ dept,Math/Econ,Econ,"['Linear Algebra', 'Multivariable Calculus', 'Real Analysis', 'Probability']",True,True,1.0,2.0,"All well-published APs. RA supervisor (financial economist), supervisor/my coauthor (macroeconomist), thesis advisor (econometrician).","['CMU Tepper', 'Maryland', 'Wharton Applied Econ', 'BU', 'Northwestern', 'Penn Econ', 'UCSD', 'Penn State', 'Chicago Booth', 'Brown']","['CMU Tepper', 'Maryland', 'Wharton Applied Econ', 'BU', 'Northwestern']","['Chicago Booth', 'Brown']","['Penn Econ', 'UCSD', 'Penn State']",All with funding,2025-12-10 18:48:37.259160
4072,31641,3.83,4.0,6.92,9.0,168.0,162.0,,NYU Stern,IIM A/B/C,Finance and Mathematics,MBA,"['Calc 1', 'Calc 2', 'Calc 3', 'Linear Algebra', 'ODE', 'Analysis 1', 'Algebra 1', 'Math Modeling', 'Vector Analysis']",False,True,,,3 Professors from MBA program,"['Oxford MPhil', 'Cambridge MPhil', 'LSE EME', 'UCL MSc', 'UoT MA']",['Oxford MPhil'],['UBC MA'],[],TAship,2025-12-10 18:48:37.259160
4073,31642,,,,,170.0,166.0,6.0,,,Economics,Economics,"['Calculus I', 'Calculus II', 'Linear Algebra', 'Probability and Statistics', 'Real Analysis']",True,False,,3.0,"1) master thesis advisor, PhD @ Top 5 US; 2) PhD @ Top 5 US, did well in two of his classes; 3) young researcher whom I TA'd for.","['Minnesota', 'Columbia', 'Maryland', 'Rochester', 'Bocconi', 'Boston U', 'Stanford', 'Harvard', 'Princeton', 'Berkeley', 'NYU', 'Penn', 'Chicago', 'UCLA', 'UBC', 'Cornell', 'Toronto']","['Minnesota', 'Columbia', 'Maryland', 'Rochester', 'Bocconi']","['Stanford', 'Harvard', 'Princeton', 'Berkeley', 'NYU', 'Penn', 'Chicago', 'UCLA', 'UBC', 'Cornell']",['Boston U'],with funding,2025-12-10 18:48:37.259160
